18522 28384
1767 14070 28202
13136 3810 2450
12028 13225 23913
871 13038 30995
6259 6830 28411
2183 7580 27344
7346 18337 7546
971 15866 28871
7842 9582 14818
13732 8993 19601
10212 8674 16486
1414 7760 23669
17406 3558 24351
17841 15934 140
11087 13991 174
8290 473 29356
14900 8077 1523
9430 3999 8791
16034 18141 352
12574 2985 480
3849 3982 2959
14876 5590 25729
6527 822 31784
17481 1092 9506
3394 5875 17211
17839 15778 23536
13845 5350 7831
16684 17470 32035
8662 5211 17349
1916 16507 25981
16828 8559 8882
4081 14662 10603
2483 15693 28204
8201 8971 461
13248 14387 28350
9069 9658 32212
8557 7408 6541
8935 9299 17266
12203 10192 18505
13919 17146 12365
1403 249 4173
7459 809 11074
17006 8152 26236
16240 16157 31437
11498 12448 19079
9777 9577 3830
5969 7897 28575
12159 6567 28052
346 17933 4536
8864 13941 26117
1965 994 11756
1508 2940 28073
10044 8344 31144
16954 7980 6338
697 2754 1945
11713 4365 7056
7614 6122 23195
13450 5627 11700
11385 2906 1567
7559 11102 7754
11239 5838 14520
11686 10937 28981
11702 2386 30927
11738 3476 3729
7304 6629 17593
18007 18094 29518
1849 7429 32407
12567 14892 32340
11440 13224 25043
14215 13198 30672
4977 13208 785
372 5933 22640
9012 12030 23783
1933 886 13494
13569 4471 31436
2452 22 5297
13280 3082 16618
5244 887 31418
16441 3265 27358
15412 13328 31752
17301 10685 29842
9880 14863 9269
17129 17630 1961
17963 16922 30988
8667 4021 3393
13774 11224 26171
1056 9244 30445
7659 154 12470
6547 7012 822
7952 11750 24566
8211 3801 270
1102 10808 24408
11744 11453 13041
4630 9671 1090
2073 10493 15782
9399 1468 13791
15788 6185 22502
13826 14429 14730
6204 8869 1870
4517 6634 13129
4338 4986 27750
5038 13526 19426
15075 15403 17064
11379 10246 13928
4639 8401 6857
17355 9771 3428
18500 11883 17584
6607 5814 17368
16343 2880 11231
4505 7078 16591
17427 16481 25667
16897 14361 15422
4054 17986 7833
13790 17233 10845
9322 18040 751
15321 16483 32450
335 14968 21747
16561 1810 25315
10446 17578 6397
15901 4357 13262
6370 11843 548
9835 9249 18735
7128 7695 4284
936 4699 15367
1085 5457 17928
17852 3693 11677
5327 6944 32015
16677 7941 32652
14245 15762 8653
1920 13997 5115
6382 13446 30521
2180 15269 6509
8080 12733 12764
1270 18018 10143
2750 6484 12263
14199 2955 7022
739 1446 22794
11618 8070 15813
4474 15304 32638
14962 4167 26108
8926 10694 18687
10433 15568 558
2358 13249 422
118 2370 20591
17754 8752 5093
3181 7796 10741
11147 11425 2070
336 16787 7554
303 10032 13141
16173 8459 18611
1653 8374 28833
3352 8618 30735
5202 14630 12414
6654 172 9174
73 8174 10881
13540 15849 29710
7557 2214 22934
2579 12108 8254
1916 7818 30434
17933 11062 20431
1137 10007 12421
2911 9377 9753
12207 13719 12465
2568 6467 29047
18213 13767 32463
33 15096 5888
10983 10595 10150
17315 2286 23736
12897 12082 15042
8820 16451 12881
16048 1092 23183
12317 2330 7380
4086 5652 10721
1711 10305 974
9256 277 7391
3125 10200 24275
14787 6638 27791
14718 10618 14454
59 11310 29558
12729 6782 14339
11338 14801 24319
471 13781 30115
1771 16232 13489
5651 8001 21681
4805 17451 31578
17986 8496 3684
18268 13188 14260
10908 350 2853
7483 1369 10546
17835 4338 13084
11111 18521 7926
11779 7685 3810
7575 8455 9766
9316 3843 30555
7342 16716 2574
12794 15850 16414
10451 12344 29654
6668 2329 18940
2524 6465 15037
6217 16311 21375
4631 10009 30474
9469 13563 15231
17316 15202 31035
10291 16809 19992
1607 2433 13341
7309 10403 11944
10821 14589 17349
17106 15838 4515
6640 3699 21678
8866 12129 20312
6464 8678 5478
16990 17905 29951
5538 4077 25225
7823 3610 27562
8680 13135 20484
17864 14529 9451
17454 1840 25555
4502 17333 2897
14580 7126 5550
4589 10847 18692
6972 2687 17524
14569 3533 24880
11254 16875 7461
8698 15740 10492
3240 2725 14537
6831 8453 29498
10137 4742 19880
16584 17197 19996
8482 1848 1418
5151 17826 5260
16096 4483 11779
7170 11256 23804
15269 9350 22776
5289 913 3528
11869 5631 29402
4103 7931 9088
15346 1432 8523
16577 7551 4019
10616 14829 14385
13574 11651 5909
5399 16693 3162
7634 6741 19474
3273 2518 12863
2581 4603 16173
12905 18514 7308
14937 14657 20673
16708 7228 24948
2164 15600 18423
13067 12169 32510
3801 5100 276
7634 13916 5576
7884 12693 14691
3879 16541 3829
9011 277 18801
9220 1422 19781
14904 17797 3669
122 14251 12933
16533 6469 26926
7953 9299 14806
9745 9977 10280
16535 14665 31874
377 1356 28327
1259 3915 31314
10071 919 23141
8328 13142 16294
11699 13177 16803
16535 4452 21187
3734 1900 2756
11852 2345 32516
1905 9549 22504
1702 6398 28667
14927 14539 8547
2691 6323 26540
17057 17601 28700
16750 5646 601
6380 5951 17732
6709 9558 16287
3623 6030 28383
913 13173 15319
2203 3971 8460
13704 12611 30197
3012 18019 14885
3532 4665 32087
16808 13198 11258
9778 274 16460
567 2881 11992
6298 7125 16175
15074 3264 13093
4642 1596 29043
5984 6426 3245
14559 10784 242
8786 15773 7930
6120 11096 30038
2426 10701 29766
5927 16623 19584
4410 3124 12532
5378 5174 7724
1137 16735 21385
8644 13714 6223
14317 8045 13724
6 17809 11999
12710 2470 23615
14684 5270 5371
6072 11553 26307
16818 17999 20155
9778 12156 24816
15473 14965 12812
15465 12907 31230
9395 11171 21082
5189 13501 13308
4256 7436 26118
15572 4864 5986
2294 15340 1487
2442 18296 25853
1302 8814 1462
13981 10557 13441
12549 4575 25617
7087 14110 30812
9848 5338 14011
12673 9834 4004
16194 12118 26537
8073 10396 30002
14615 7685 18770
11591 1431 18250
16217 15614 24735
16706 519 25953
66 9573 1382
6265 13979 18911
11944 3414 31649
17557 13677 9201
18071 2103 14039
5502 7274 6592
6099 6487 26228
1264 11529 5551
1185 221 1289
609 9755 8559
10596 15138 15776
9870 14296 10243
12797 1407 25007
17942 14228 5138
17116 17266 12118
11743 18002 12818
3280 5468 6873
13887 16628 5682
1771 1210 32676
10569 449 5140
7981 13814 23612
14758 1006 10928
2549 5028 23004
13063 17652 12534
10859 13664 11200
16126 11093 8202
2682 17222 6977
1285 2036 7731
14982 4607 11599
663 15543 31184
10792 18329 755
1991 18004 9711
4174 13318 14811
14452 11983 4704
4762 12696 29469
9937 5736 30548
4563 704 5552
8219 13293 28905
6953 2525 12124
11900 11647 8497
1563 15269 20988
9305 11213 3998
13801 10124 17521
12782 16016 13008
17177 5254 9628
13808 17237 3640
7133 16755 1322
16736 10656 7959
7835 14156 18728
8749 15632 3250
12045 2415 18573
1684 7358 15841
15759 17464 8768
1245 7457 10816
9360 7225 21830
13027 3882 1950
10289 1636 18968
5662 14116 25744
8584 13581 9810
608 3037 26409
14337 2473 15169
12135 372 21316
7696 8422 29933
17995 8949 15848
1129 15590 12985
5776 15725 31662
12198 15193 13240
12076 11453 30250
10323 2529 4149
3816 11613 14541
3580 5114 26414
10961 12947 16316
11312 4083 16813
12983 14950 29575
781 1467 1864
1047 12834 21197
11525 11069 1577
4188 14904 10024
15964 11098 22126
16305 5964 21763
4570 17713 5066
14526 3816 28187
2169 6080 22945
3320 6524 15581
928 2830 27931
662 7834 4839
7309 4428 24038
11648 10041 20299
10706 16175 29081
2087 16697 24940
15193 4813 14069
15370 10081 5003
13135 17671 30079
6595 17339 13406
664 3900 8994
15413 850 22854
11236 16036 27862
12069 10983 31489
6081 828 139
7195 994 11498
16466 8863 30141
5445 6645 13093
5976 87 16258
12457 11713 22089
8423 17310 19957
11472 4078 4964
5908 9024 15932
15772 17707 15730
11739 7508 32687
3522 15032 24987
14530 14904 31163
18432 11570 20943
12650 12729 20889
12605 1949 12709
17683 17760 16376
7792 11981 20352
11333 9081 17957
18194 8317 2142
2099 1197 20309
15419 6946 32502
14706 14544 13852
8395 14969 7895
18244 11852 3905
358 16300 19154
9914 17336 21091
9964 18234 16854
3058 7390 20012
2416 7536 18430
4116 16780 6412
4819 18040 2449
4429 17765 12461
2524 5864 3085
12775 8208 2463
9115 15797 26026
2532 12357 15857
3511 8543 28112
12270 3136 9385
17168 8626 14700
4514 4668 13670
1105 3062 3128
13588 18358 646
7344 3189 1095
4526 2979 6568
7240 2609 14195
4539 10364 3435
16501 12052 21129
7645 15010 7339
16135 3853 6209
17320 1631 10934
6806 13464 29278
10809 850 22825
15811 13126 12694
16090 257 24441
1798 9791 10506
10168 11331 1358
7098 3765 6261
11346 897 15427
12883 12399 25700
12352 15999 2722
14369 12347 32267
16520 6025 7217
16629 5815 9365
15995 11150 12086
16492 5186 26634
525 10261 820
3291 10416 6674
14244 7958 15378
10321 14376 13128
1108 12613 10148
1003 13817 13271
14972 7542 19677
15756 17301 15511
12023 11391 29445
729 8325 6629
15925 10910 13517
17493 13187 19430
13276 13467 1561
14977 8378 20477
8546 4686 9425
6569 15445 7576
16851 5158 3110
6159 7769 31901
9545 4192 32508
17375 5312 9764
15966 17240 27015
13757 14511 4155
7099 3277 821
2450 11055 27629
1373 11513 4472
27 18117 18624
6674 11019 16668
11481 4126 4963
9663 8885 3869
855 16972 19783
6460 8574 31551
4204 364 31066
6616 5859 3540
4852 818 24087
3084 13222 26493
18058 3465 30633
15880 13704 27837
16511 14523 21725
17553 14867 30905
1249 15097 12294
5390 18488 10630
15797 2988 28973
6027 18156 7619
3972 18144 31009
6352 16536 11898
4861 8854 11579
47 15783 8578
11383 9035 18942
12615 8871 20428
5651 5358 5845
5607 14962 6246
8835 8773 16279
2677 7617 1056
2989 10843 26788
13397 16634 1805
11425 7169 6321
5972 13527 9306
5273 16639 24483
11854 2309 11827
8602 1957 17406
3012 14992 16042
7037 809 2271
461 16976 10207
13848 6212 23668
1622 14167 18647
16083 8917 879
1102 2731 16842
11432 5638 12268
9859 7488 15819
12938 6681 29366
16382 12910 16659
3544 17682 11262
11058 6528 29279
16450 18193 7384
1763 1089 31520
554 10375 19739
11049 7799 11624
16487 17814 29049
264 11484 28631
4284 6772 27627
5789 8105 20225
5281 1332 29885
9355 17186 20734
786 7660 1256
1290 15839 4890
4885 14061 19067
17077 10709 8942
11079 12846 22074
8408 15130 15169
16038 10328 24003
13929 7865 25214
7809 13786 28629
13236 14059 11183
12435 8853 24723
9129 6814 23598
14410 6797 4561
16828 5694 18325
3711 5688 8148
1256 15719 8338
7054 13459 29961
10929 1480 6311
14711 13393 26522
2285 165 16897
15542 14021 23030
10353 16118 3561
7598 1232 29596
5518 10316 18303
10282 5723 31181
17735 896 23993
4790 1780 10225
7257 14857 231
16825 6772 13782
2729 7744 22301
4386 17717 3596
17700 17151 10332
5257 683 8462
15558 4401 11854
11002 2054 20986
10875 4174 31984
14444 494 16384
799 16951 4228
7741 1634 15322
12129 1066 17045
13888 10640 6880
8585 18511 2819
6146 12538 24988
2170 4369 21316
17454 1516 32233
1555 11503 4453
7502 14319 3325
17196 4108 11628
15036 10753 1015
11303 9541 12073
10769 8479 4545
11665 10616 11165
11513 6641 18279
15454 2243 12412
9665 10679 4147
6158 10175 20853
18494 11720 21806
13782 12428 20038
1790 12749 24538
4458 10775 22986
17882 3296 15928
14483 3611 10616
12579 14249 7804
17135 15529 29208
10420 15065 25346
17066 16288 8596
3822 11581 8024
12324 13326 20268
4429 8927 21882
12163 15860 21116
1021 5680 13982
17127 13927 1809
5308 15022 27926
16455 4371 17791
15931 12442 7474
4233 14770 23610
9680 2155 26931
2781 3808 8608
12257 10009 26786
13934 12911 26097
951 3521 15791
9080 1826 26409
1029 16990 21348
15462 14784 16895
4816 17278 26057
5308 11906 624
15077 3825 20819
13577 5225 15260
15786 11668 22839
2902 12659 16871
15717 18363 11372
12619 4837 5016
14427 11769 32648
5447 10901 31594
18200 15187 9668
1937 14130 21962
5533 7466 15804
4883 4614 27844
13612 16524 22221
10721 12244 26553
12742 14932 31265
14656 8143 9089
10179 14122 20169
16333 8865 15497
12715 17796 12912
9689 15320 30715
14631 8812 10381
17307 17545 23079
1174 4007 39
11288 3856 26527
1939 18386 5243
2261 1488 7096
10977 7666 10024
14693 10954 23167
11771 5503 4793
2124 16573 23870
9282 10134 2707
4809 14048 8220
15157 11971 22966
8228 908 31883
927 9880 9183
9072 6486 12148
9317 6864 9438
4817 5911 23402
14031 8934 22591
13094 6822 30282
13382 8923 26524
12503 7907 20235
11244 1333 18483
13208 1947 17333
9938 2973 8336
5421 641 10416
5360 9330 30060
10075 15908 6635
195 852 18706
4313 1901 17301
7560 7545 23269
382 8338 29519
10452 16240 7398
15870 2857 17444
15970 14017 21310
10369 10203 18103
4865 4391 13887
3407 3372 29785
12342 15450 26971
5152 9878 22274
16282 16361 14841
15219 9960 26994
683 5012 28477
5693 7862 6618
159 1209 4115
11260 16722 24282
8134 2614 30496
15407 8401 16837
10167 809 25706
2563 3134 29271
16707 10533 2772
4267 7258 14193
2070 1834 27580
7834 16209 11635
18146 1988 15712
11123 17693 3648
9148 12410 10459
8409 3620 2087
17346 8648 29396
12031 8537 16402
5673 12723 11824
17210 13218 20686
17402 5040 31342
9597 614 15442
4828 3575 6003
15828 3112 9544
13799 16350 22256
2795 3718 5699
6323 11934 14248
13532 16818 26988
11781 2023 20800
10620 897 24203
11147 9925 14173
15045 6605 26291
5191 534 12608
852 6688 29696
9534 16448 7969
13526 16015 290
3830 11987 14575
15153 9248 22449
6335 3689 2631
4675 1677 11640
8480 17649 15808
18488 13113 20535
13464 4288 32220
9853 18507 5272
11330 598 31802
2599 12703 26686
18255 1941 8165
13202 5978 4152
10253 18107 464
1968 259 5198
15137 5456 19165
275 7264 27851
6710 4829 18690
4925 18333 3037
3729 6710 14702
17674 5004 7339
2130 18363 25524
2507 26 8602
225 8001 18030
16004 17357 18570
8443 15915 20430
15566 8598 9970
6 9105 32027
4492 3854 26906
56 13835 21012
4837 1301 9959
1176 12954 30106
3922 7275 22010
7891 17312 29510
13583 8182 1041
1301 14683 14765
7108 9050 30180
12853 7046 31611
1577 7517 17908
16397 5319 11700
1972 1177 31764
5665 13850 1978
5059 15160 8580
374 10933 14822
13868 448 24315
10522 5700 5593
12359 3743 2294
13008 4962 12240
15130 10559 29732
14966 15439 8858
4158 14727 20169
5587 754 10253
11472 6070 23909
14413 14243 13827
4929 8871 10259
13510 15802 21575
14833 10680 13130
9639 95 31229
6127 1707 6671
9954 3450 365
13982 4368 6334
4628 11175 14128
18478 5765 7910
6592 3128 17973
15506 3961 9211
17393 7675 21533
9685 3683 3518
1590 12314 6612
128 9286 18611
14405 10652 12924
1421 1475 4608
5840 7658 20220
7183 16189 12158
6177 11347 1751
18508 11605 15853
1161 6593 12054
12925 15188 9862
9565 16364 1639
11845 10038 1123
17532 10590 12737
14431 17637 6001
15611 3042 1838
56 6130 9708
4041 2754 3210
14455 14055 11919
14961 3537 28245
13834 11486 23815
391 11487 5868
18457 14351 8004
17653 10823 2247
3096 1391 21946
1233 18063 16010
3286 14005 12727
10940 5314 10765
4591 14661 15447
378 6435 1962
16540 12420 1467
3537 8409 11627
1914 15143 28557
9751 11816 22005
3784 7632 14077
4843 17560 13628
7646 15642 8627
12782 10023 31084
15897 6791 20079
4492 3290 17546
15092 1780 30032
5877 2712 15278
5952 14315 11507
18366 10677 3825
10024 7527 24813
439 9268 26984
13955 12300 23371
10341 4770 6837
13115 15652 26142
10533 8167 5148
15671 3545 27456
4715 7695 4385
1384 12741 26574
7634 2998 2069
8352 764 22033
2657 8431 22817
4302 10474 11210
10180 7834 12969
587 15440 1054
8542 14223 22562
12425 9853 21392
10168 15915 29873
2515 3278 27092
10786 9137 29993
1247 8153 22617
15173 17316 7494
709 9608 26075
3503 12809 14898
6514 9128 22116
16098 16689 2237
6203 12122 19582
6256 1590 12235
9051 6371 13188
15334 6876 8164
5213 11561 19546
14161 16931 20208
6778 4467 27884
12042 9968 13181
8503 16692 6217
2685 15992 9512
14810 3966 6201
12657 11381 28666
11533 10170 656
17083 732 1759
12417 311 25536
3248 18509 25978
10924 1090 30024
2985 2886 27654
15557 13200 8729
3230 5332 24580
10181 13743 29706
13423 701 21224
10401 3929 11499
8695 9745 3074
18492 3817 4830
1684 10122 17743
16135 15555 11001
2448 4654 8960
1439 10432 3684
6432 1979 23511
4175 2559 1388
4055 8058 7333
3304 2644 28995
3343 11989 23441
8591 1984 6242
16379 8477 8177
709 3513 29393
16417 7481 18907
1382 17419 27320
15642 14116 12472
8182 18093 31492
6795 16690 4734
6395 5194 30995
16849 11799 21854
16308 1275 30616
12582 6863 7176
2958 16661 24628
16710 18155 12500
5279 8433 28289
14926 12265 26219
6411 12214 29309
10556 1782 19666
3615 2446 31123
12163 9077 4055
9497 17195 1214
7735 5960 4181
757 18010 5999
1539 9550 23508
6673 2927 32324
7635 16160 7771
8851 5176 32176
7425 9866 6306
16100 8717 30755
10742 2275 6366
14588 14576 22614
11956 6423 32469
795 8535 30658
997 1958 1037
16911 786 8818
5860 5463 26411
10655 11401 4264
8912 17683 17873
18166 933 1043
10398 456 29360
6216 18089 31109
15114 12712 32127
17676 9853 24943
13333 9731 276
15604 11298 24708
2148 2264 12249
14006 8015 1877
11010 17619 4427
4442 17536 2767
3038 10974 843
1808 2009 8402
8097 9839 26726
14404 7711 2913
9604 7740 2147
11575 13512 25121
6768 9108 6832
14179 9163 7443
16822 10341 19088
14175 1478 5336
16735 12408 21260
4137 78 27617
1957 18384 9502
8999 17796 29008
10583 15608 29838
11440 16971 22908
9344 13844 6257
5898 15938 29012
11223 1641 29271
9104 7113 2325
14115 13758 7040
2300 15136 2062
6751 5054 31157
6010 4966 15975
16765 11109 9621
6634 14161 27437
10504 58 19066
15427 15711 23558
71 15766 27715
17108 10253 22875
15914 13058 22940
11454 2795 3302
9659 6528 4519
5206 16175 2525
10173 633 6669
1091 1502 25902
13298 12823 16098
2579 4938 12683
8347 7393 2012
2224 1167 1598
1000 11778 26325
12703 15114 18675
4489 11889 20877
14022 16785 4605
11331 3653 11551
7472 13828 32712
14033 1533 15284
9264 1052 31080
1237 11615 11603
30 16903 2448
1340 12155 6872
16801 3667 29271
11444 12295 7806
10960 17521 12173
822 3560 32646
14151 6705 8337
18067 14170 3800
7151 9011 21483
3047 18179 28851
2748 3784 15891
12209 14063 13256
6801 911 21035
12009 9135 20566
11134 674 20124
186 4301 2590
1293 17604 26831
1583 5614 17990
12949 1865 10876
10924 3445 17035
1148 18477 6214
9894 18318 19792
1140 5048 27805
14991 988 13924
15408 17827 8985
17889 14062 16028
10040 4863 4049
2180 11618 24727
132 12616 6998
2823 9029 30529
16835 4904 18269
6499 4912 5869
15287 9690 10557
15974 3025 29733
9624 5698 24262
9884 16514 32641
11723 15003 30505
14846 13858 26
17526 1126 11483
17424 6397 32384
14144 17025 28352
9938 15083 20534
10012 14996 26115
8953 8365 6178
7466 6724 13149
13688 14751 10867
12196 7883 22983
18135 2599 744
8220 16345 1469
16230 2996 29318
15126 11913 26530
5619 11314 26135
15742 3053 31977
2673 13441 14595
12108 5505 14087
2937 10549 115
10812 10279 16483
16634 11981 10417
7450 14707 32435
987 9310 13120
3166 7101 12179
3993 13776 28203
7064 11769 26421
17897 6417 11638
2023 18225 8819
6618 494 30135
5587 10910 21690
7818 4716 13123
3382 5359 12153
15349 3762 7018
6950 7592 9244
14613 16584 15813
11090 4744 8900
3111 449 10620
2846 5714 10029
7108 7168 28424
1746 11774 4746
9725 15817 16616
3518 16734 27712
16864 1976 5693
14198 367 15553
968 3843 2120
9637 15510 7417
18404 12133 16444
13121 15936 6668
5253 12154 15598
13441 6453 86
13195 5586 4156
8997 9468 20968
17568 13603 582
11124 3203 27644
9679 4573 23761
13607 8605 31766
1306 1027 2922
6667 11858 12486
2391 1642 19749
15487 218 23370
11065 12055 31494
16193 13573 20106
8045 10704 29306
5669 7922 32021
6732 18325 5486
16209 14410 31534
8823 16728 6623
7062 12228 27408
8317 3320 8445
1059 3531 18667
586 17318 21041
2063 6536 22857
16407 8957 4272
11539 11252 30687
13809 8975 25173
622 722 32242
7563 1197 21762
8723 10895 16089
7476 518 11188
18266 2219 32327
1459 8623 28425
17817 13241 5984
14557 17633 13558
16765 6639 7360
9802 4900 8656
11980 9401 22788
844 6758 22785
13112 17031 5239
9945 18368 24055
606 11590 12264
17598 14553 22068
15155 13198 19931
11395 13880 17289
5543 16021 14992
9325 9462 14816
9673 315 22678
9752 18242 22045
16552 13808 23271
13169 10798 25607
12589 16214 22203
711 13848 16176
12530 14887 1683
17444 1183 8023
10534 9961 17715
13450 16486 15040
2551 16951 8828
1579 13004 2408
3618 462 19817
13987 8030 2604
5080 15956 13721
12680 499 18229
2921 10538 3123
17198 15638 2379
14083 10531 32510
12661 3458 16857
10490 4640 31235
17287 10227 16842
1890 13255 15139
830 17053 26506
3477 8382 24655
9493 3111 6346
9635 11259 9333
2157 14031 11482
13579 4094 2109
8248 11200 29369
4520 9081 31522
5196 2405 18987
2953 925 3731
17725 6232 26992
3692 17284 8224
10916 16314 29043
4616 16015 2269
17214 16871 28813
13013 3973 3966
12350 16736 30769
7276 8926 26591
13398 6600 1043
6641 9998 17903
8712 701 12719
15437 14560 17212
7998 1924 15679
12747 1434 23955
128 8043 30073
13244 12277 31335
1926 12605 27052
1403 16473 28168
5942 2516 3612
8161 7987 22218
6430 3453 170
7781 3240 31664
14520 6481 3107
4719 7960 6965
12847 13435 4826
12487 3385 580
8708 16122 14671
16652 16206 11401
3829 5155 4109
6247 12526 26265
4069 4318 10261
1937 13189 16292
8526 11147 32606
4095 1920 23472
1923 3618 7004
15631 16710 14478
3188 10330 1422
5269 10137 1796
3881 495 17015
1478 11471 9957
7820 5066 21919
17034 1314 28687
3264 14601 1376
516 3139 2949
5840 4465 26547
4456 9548 1821
10544 4699 23862
7582 14951 21372
6123 14035 4645
1886 605 20309
10299 5230 29945
13002 4078 13356
1937 8620 24808
15761 16700 30724
15881 956 3716
14717 13261 21697
16476 14909 18208
12023 9210 28972
3753 14752 26570
4525 1299 28885
13401 5236 1790
726 3192 18252
677 11821 7253
69 16329 24674
628 15954 27616
11576 5697 21105
17172 13994 16123
4872 12369 12519
10003 7021 12968
13805 8344 1149
13829 18004 10209
12629 6760 15325
1546 12952 15452
7287 9542 25269
15655 17584 12981
516 12095 26204
14373 3804 26367
13631 7999 30352
2524 5379 26918
5591 4443 30216
12360 4418 10414
15653 1461 16831
3776 5663 21927
16537 4221 10050
2461 9687 18685
14373 12244 375
13570 2747 31333
11098 94 28812
3850 17156 21651
14147 14334 19718
9227 10557 10373
12407 13426 7995
17219 6028 9987
16580 12418 23445
12758 3498 13218
10139 5101 14691
10835 10113 9965
1156 2138 32057
16401 17102 15750
17574 5807 20735
4334 13982 4182
17790 14261 4928
3869 2122 5671
8636 4334 13408
1504 9405 26947
11953 3931 5049
8805 1124 27620
16363 10418 10199
8612 17099 31899
8153 15230 25668
1014 9487 18432
1336 3664 5285
3785 11975 30526
13663 13988 6172
5568 5560 4958
11172 354 22819
10332 3727 865
4442 1472 23905
11868 17604 8062
16342 16077 9773
5445 4004 32300
11761 13830 9642
12783 10302 28599
16483 10132 5587
4029 595 9109
11182 23 21962
17793 6116 16054
1816 16380 26434
10180 3628 19582
3497 8235 2273
15859 10901 31799
13560 15341 3055
3507 1543 6925
11286 2841 12966
8299 14597 16129
17098 16542 29189
15402 1528 12620
12426 18452 11507
6432 12199 26407
22 3445 14352
11264 9535 19969
9560 13681 31889
17331 11056 27772
12081 15308 13803
13958 14388 27598
12890 8007 22853
13414 14252 5462
10201 16101 1767
15968 18064 16011
15783 1480 17690
6574 6047 4487
15242 4597 316
4095 15096 10978
10720 15337 16112
4830 5333 13721
4161 17432 18099
17755 17029 5164
8065 9337 23620
10197 2554 21064
11780 3386 23188
5012 15536 7307
7362 12962 22081
12215 1927 25668
9725 15755 26829
3866 7102 13128
2098 11584 22023
15081 3813 6183
14546 9395 10852
12834 6512 3438
8977 14398 3131
13617 8513 24244
5291 2124 4895
11569 14560 25766
13678 11006 24527
15114 3267 3410
11367 10188 13425
13949 6112 6229
6290 2030 16402
1622 18278 18120
1306 13052 422
17850 5624 3316
11898 12710 26106
8578 17595 10297
13763 2570 24913
13246 5808 26030
11527 1586 4271
12640 7806 30305
16534 18079 14325
9370 18305 29759
15360 18266 2395
4771 15936 18192
9449 2196 22515
13795 4120 31499
7876 6531 31281
1687 1225 25319
18079 591 691
5441 6155 7549
17406 75 25787
16674 4065 23378
5025 8072 26390
18269 14575 6818
11222 3328 17256
885 4542 4293
17461 10003 18714
4340 6588 11781
15522 5117 8789
7320 4158 9530
16810 6660 16078
7673 14568 13004
7014 299 15194
1458 6559 5866
18216 5373 11897
16408 4644 25875
3603 13250 24920
11451 3975 32586
5980 17853 31237
8013 15727 23944
13152 5343 18113
9581 6166 12872
14941 145 945
10399 1863 9031
15800 7609 27495
11481 15122 14790
5089 8819 30710
4762 596 28663
4220 7512 15753
11476 8064 26967
3712 6494 2233
10243 17182 548
13237 12091 14874
4749 12105 1592
4000 11005 1458
12192 12894 6623
7876 2668 6228
7678 9664 16273
4200 13486 32283
14330 11526 31636
1782 11469 19580
4866 1780 29420
3134 5857 22429
774 4280 5418
17088 17820 28151
58 9329 30965
1793 3914 1655
13413 5368 8545
10894 7320 19597
4009 11445 30323
10621 10350 21231
5401 2076 25959
12583 13691 16636
14979 10002 28038
2180 15004 22525
201 15593 25787
3588 14065 1216
15087 12939 2850
5718 10937 10038
6076 12348 10054
10704 15550 7456
3400 8704 27852
14972 1817 15862
13193 7371 28087
17591 11232 9596
18235 2525 23186
16715 14770 14288
2404 15365 28702
4406 12448 1237
2845 6025 12624
10278 6049 27194
9774 3973 715
12428 13523 23196
6853 11777 31008
16110 7493 21875
14076 14416 15720
14845 18216 11967
14760 10740 25633
9402 5176 5816
10544 14782 85
11872 16447 12529
8954 3214 12653
1676 15400 18344
7893 16880 29763
15515 11132 4921
12283 12899 12372
1182 13458 30451
11912 5016 24596
1777 5036 19389
15871 97 24541
5104 18168 9801
6696 14250 28913
18477 15799 18895
12597 18320 26237
3235 16390 31106
10926 12035 20651
3337 4208 27192
10775 10302 24089
2026 2353 777
16565 13989 9814
8880 7293 14020
8721 414 12345
11615 15350 22925
7978 8791 23843
3485 15977 15629
6138 10782 32398
11654 9979 25322
13110 6561 19838
15537 7986 2187
11163 1959 21415
6440 6875 85
3852 1136 9320
16575 854 3036
5133 1991 6126
17634 10031 1990
8564 11486 9494
12821 11979 1360
13537 15936 1768
1784 3110 13994
10429 7833 8393
9736 1132 10935
5874 10140 8365
1355 11966 2505
7777 831 16623
13446 12212 10350
4081 9949 21412
9215 3579 9845
74 8392 32634
1711 14248 16295
1255 663 23171
17252 18131 16628
9861 11236 27008
13166 7440 4088
13655 12352 2694
2058 5606 11310
3165 13648 2068
18204 18275 22567
2687 18155 3567
16634 13669 32410
13138 10229 2915
13635 14014 14899
4402 14152 18109
14209 11895 30821
9548 3538 5138
4585 11377 20133
8455 1552 21936
13201 227 5859
16900 7308 14037
16200 15548 4888
774 10180 380
17268 6305 315
1565 17679 5715
16734 4051 6
7379 1188 31307
17994 17016 14926
10149 17045 12089
12056 7203 20949
3851 14796 13688
16944 11913 17383
14625 16080 12956
2998 18345 20769
17371 12836 23946
5563 9815 7977
18432 8495 2708
11808 11759 9803
14093 5209 4718
697 18438 22068
16337 2128 25877
18479 11754 1089
1725 10409 30201
2589 14089 31513
6138 3628 24848
14718 14194 13967
12509 17754 16541
6204 923 18432
12596 8619 14794
9435 13088 24230
14170 16009 23145
6476 14672 19607
15393 12988 3195
17919 15354 27755
16272 6756 13382
3087 5084 21693
2959 13803 5161
11790 14385 7682
17903 15553 23919
4093 18312 29807
7313 14424 30662
16869 1343 4828
570 1418 4401
3425 2013 25841
18174 8219 1673
10428 6721 15870
7584 9931 14565
