63 28766
1597 3179 11940
2233 1572 1172
216 634 11672
751 3223 15910
523 1267 7588
2073 3443 8847
3082 3079 808
2231 431 12170
2126 1330 1911
1675 250 8925
2416 3393 10701
116 1871 144
2799 819 7155
433 1319 7335
1321 1925 16422
2361 888 10454
1854 2984 9654
2601 2182 9098
144 819 10168
2442 1572 16894
2917 3223 18178
2112 2508 3409
1909 185 17697
562 1982 2042
2216 3245 9865
3214 1748 11510
2719 2441 8362
195 1460 9395
1153 2777 6185
1485 1835 11478
132 2779 17926
2986 1835 15540
1019 1973 192
1419 1955 12717
1262 594 13867
3051 793 11524
1058 2762 10155
376 2141 604
1376 652 12375
193 672 8901
342 2509 414
2868 1955 731
368 2004 2939
1475 2567 9034
3402 3432 16684
1100 2073 6091
887 1508 9566
341 3419 6509
1921 1488 2830
454 1748 8724
1414 1419 3147
89 2778 17336
448 1347 4845
1361 3079 365
91 2671 10464
3260 2046 3508
3188 2416 1621
1875 1921 11382
2108 1675 11657
1075 1703 2393
645 1315 11085
828 3367 1535
1018 2497 7708
1629 1096 12777
3327 1267 9493
708 2213 4609
2072 3134 13603
1647 2865 13529
2801 2224 17548
3038 495 3491
1125 1462 12795
2656 1551 10666
1184 433 3957
3034 2304 1342
2977 1659 7317
1268 2214 7179
605 2131 11093
3035 2899 1380
1027 3367 9625
1970 3257 17452
2437 2582 11111
1335 3225 14111
3450 2497 5598
2354 1273 2404
2997 1212 107
2065 2088 14138
125 3164 14729
3314 2497 11014
72 3226 12391
1787 1284 11319
3230 2794 3154
2654 1682 11136
3412 208 8703
908 1833 12373
1705 1374 6232
1252 2233 4710
2045 3121 3322
1107 2100 6292
471 512 11802
2321 193 5274
1848 1096 10448
2851 2997 7144
2161 690 197
3252 193 9494
2756 751 7662
877 3003 3950
317 3225 17843
2488 535 713
1505 1948 11256
1227 3393 8028
780 777 8888
919 2591 2978
778 1093 12825
427 2437 6775
2490 512 7199
2225 3014 7340
336 272 9558
1377 762 11014
530 2903 5449
1828 3257 16746
92 562 10028
3362 848 9477
17 1921 3998
949 367 15470
2807 1499 13925
3344 2532 4569
1850 1625 3182
1791 1491 7822
937 3280 11365
1860 2291 13600
82 819 12634
2951 1952 12098
1797 1205 4845
1142 2233 16741
1821 136 6863
417 1321 12239
1677 2120 14356
506 645 4644
3239 2601 17262
1720 1027 8728
1004 3200 7816
1401 2903 16597
2394 2833 1468
2275 1368 10622
2150 2374 12256
458 3259 7638
2247 1682 15838
2748 1915 291
849 2138 15592
2098 2851 2291
2482 155 2951
301 1705 5717
1016 317 14075
1391 3295 18129
258 3284 13293
1241 3245 719
3277 125 3926
4 2868 1964
2044 660 4134
3178 1420 1953
2911 919 5470
1274 404 7003
2926 368 16483
970 1240 3015
2985 721 8043
1318 1685 5712
1121 3319 916
3244 1328 332
1803 1391 9278
600 3 2407
1204 2291 9821
61 3233 4771
648 2777 991
1126 819 7453
686 186 11887
1312 3245 257
3123 780 14356
767 3423 11485
2300 3114 13180
2912 2394 2164
3023 1377 3144
2435 2124 11065
183 349 14426
3116 3035 3060
2528 1609 11977
1447 1342 4714
2793 1482 7664
1191 1054 1666
3381 1421 1963
2223 2065 7429
1800 1374 5274
1963 3450 7502
416 2872 5438
2395 1512 17151
783 1639 1253
1526 2163 3539
2703 600 11633
840 2355 14051
2340 2010 10363
1291 2591 13573
2914 3134 7366
2012 530 6147
2973 997 3018
1668 997 8112
2060 250 567
1912 2016 2234
256 2799 7992
265 132 5083
1908 1427 10230
180 849 1035
1914 501 17352
3215 2088 14052
1712 144 17742
2157 3030 6695
2614 1573 1164
1757 1054 1446
385 293 17134
959 3284 8838
2956 2488 7228
2237 512 74
1901 116 11837
2736 1992 2868
3013 1640 7905
1168 840 8228
884 1949 13483
602 102 8309
2420 1641 6598
3047 2004 4859
1220 1126 13037
1 27 17237
750 2182 17306
1295 293 806
299 1469 5968
1861 1682 6122
2831 2482 568
945 2576 6988
1911 3381 617
3326 2144 5348
2119 28 6290
994 1447 3403
3413 1685 9461
3346 17 5892
2758 655 5745
1271 3184 6018
617 3126 1668
1023 3019 3549
1866 1245 2591
1550 1004 7932
1473 3184 3366
2464 2871 11209
1555 3164 10069
1777 1028 1877
181 710 17890
1468 3419 680
2092 3114 3938
1021 417 2714
196 1573 6752
1244 998 2399
1653 775 9884
2686 3366 3639
1325 2420 1441
788 840 6288
2552 849 8972
3408 1550 9486
3358 2040 10137
2296 2582 13288
468 462 16468
2047 1487 10074
51 194 12265
1097 2644 3973
620 3412 17635
2605 1391 14082
1230 1446 7785
1059 621 49
1355 1274 17500
3150 1814 1327
2626 1387 16300
1838 2000 9542
1129 3244 1012
1141 3150 11628
1120 2224 10696
80 1268 13234
2971 661 6298
398 3314 7267
958 1568 17778
2534 709 17583
2755 1321 1176
339 2482 4371
3388 3257 14085
3048 3014 9277
740 181 9985
2705 1271 2018
3313 856 4630
2487 1888 13493
234 2013 10470
1897 1670 3150
1533 523 11079
1919 1685 12471
3291 1581 9910
782 1391 13265
316 751 5185
1051 28 8306
1502 1376 6979
961 1447 1087
446 1806 1606
2390 1204 11416
1190 1647 11219
2864 918 10468
3138 3244 8549
510 2102 4585
2901 1347 13324
3093 2532 16472
874 2108 14281
1496 1642 15920
3029 1387 4237
792 316 7845
2278 3134 4217
1990 602 13262
231 2303 1769
1916 3223 8221
1823 1335 10224
2375 41 5631
3193 2278 9023
805 1828 579
1680 1190 1908
55 1016 9926
203 2429 1012
150 3402 11177
1137 2888 11442
269 1712 9642
1933 1552 16353
940 1572 17934
913 1743 13384
1810 887 7571
1654 1797 9931
3129 1230 1714
2118 602 13284
1091 2395 12295
407 1800 7256
1208 2986 16637
3437 2416 882
76 349 13152
1545 1096 6784
1738 384 8016
2539 1551 15233
335 1469 8211
31 27 11719
2066 1550 7721
3185 2534 5225
436 3211 10225
3310 3150 9247
154 2740 9597
2165 997 14124
1612 337 3365
682 1749 5334
3084 1390 5379
3042 3030 11175
801 1023 15410
2452 3211 5175
543 1419 4762
563 3116 10801
1965 1447 6187
2391 1328 16002
795 1089 5640
359 3326 4134
1094 2574 10274
1115 3106 1682
25 2361 16619
1108 1564 7344
2641 672 3616
1623 2361 3482
2156 1632 1471
2765 684 7083
212 1933 17203
3404 3245 15562
98 699 4887
15 1115 7852
2936 447 3936
2786 1777 3317
3372 1141 9446
569 1771 7374
3206 2807 6713
304 1944 6973
2759 2990 11179
2994 525 16379
2735 2375 13983
442 803 7542
3125 1239 6405
1085 2740 9330
2412 265 3065
764 433 8669
1820 1190 13463
45 3432 5662
3271 1432 6386
284 2851 18047
883 1433 3668
1320 1091 1557
3333 3372 11427
1278 767 9827
1218 2997 13998
2738 888 7484
643 458 14491
352 874 8496
1882 2985 3106
1790 2424 17740
2878 1145 14232
632 1914 2642
3255 918 295
3190 1712 5360
423 3310 16079
1510 1284 4584
846 740 14015
2221 961 14284
3389 545 5287
3187 3314 4976
1160 1145 8480
1372 1908 7805
521 792 4155
1362 3454 2230
1809 2851 6152
1731 1697 11870
1815 1967 9278
3006 3368 9805
2684 2820 8650
3117 2214 3969
2370 2022 17412
1559 3257 2160
1175 2116 12010
929 1597 14062
1917 1970 17844
143 2532 9022
2598 154 2163
616 3388 4852
1346 2727 3910
962 1848 8860
100 181 3359
1804 1707 7725
1281 2102 2761
1177 998 16176
619 2300 13048
213 605 14167
2271 778 9496
1986 2371 332
240 1653 2163
1589 2820 2642
3071 2575 6235
1423 1861 7633
3060 2799 4358
1764 3404 5619
2184 3369 12721
1095 1581 1227
356 3065 13039
2566 234 325
1087 3239 16695
188 359 8272
1428 746 9288
2693 997 18077
747 2683 9087
2017 3003 2286
916 109 3365
2288 173 1572
2981 431 8332
2189 2761 596
3045 83 15027
559 404 9521
2494 1482 10514
224 1803 1421
1862 457 7776
2463 1318 1729
1388 1320 15100
853 3389 11130
382 2142 3764
2186 857 12322
1918 3002 13733
2664 805 4361
1995 780 11571
3365 265 6433
2151 2754 3392
2113 1923 13664
2470 265 1982
2775 423 1975
381 740 1365
77 265 1356
552 3409 4452
2368 231 2301
11 2660 5249
3052 1274 16360
724 460 5179
1158 181 13280
1751 45 5147
38 1218 8336
911 2301 14411
599 2487 13635
421 185 17484
393 3190 12986
1958 2671 13798
917 1963 17716
2079 3023 9853
2051 1995 12008
2386 2157 5830
687 2360 1250
3350 1623 797
2277 265 13130
2681 2429 13422
2506 1790 10866
2649 1948 17688
1441 462 950
3438 2452 8639
2699 700 18195
2883 431 9870
1068 1582 15693
1907 127 649
1672 3030 14979
3278 966 10976
611 2934 17205
3217 969 3500
1348 1828 11438
667 132 10658
2282 1328 7492
2127 3230 15464
3213 3003 6561
2333 1268 3192
21 2532 13473
2217 2567 7254
1942 3178 289
537 2528 4164
2338 2552 3444
3162 1555 18051
1162 583 11373
295 2786 9848
899 1642 4165
2404 1657 17760
991 2494 17354
623 2594 16205
3335 80 1897
845 1446 6558
2862 2748 14473
3268 367 16447
2422 1376 10398
2084 284 16710
3433 2434 7266
259 186 7037
2257 301 688
861 431 7447
504 208 16126
2302 407 12318
253 231 8556
942 2497 2261
1157 1482 12690
413 2073 389
2312 3225 457
438 1862 11870
1455 2984 1060
2721 531 7013
1826 1032 7074
1998 2283 493
2891 2060 8678
2172 2077 1273
2249 2646 3169
1357 1897 7426
2813 1699 9600
324 1693 6354
306 667 10223
1287 2126 14964
2827 1401 12626
1479 2049 9178
95 2182 2522
1853 186 2337
281 2412 2751
585 1815 11730
1334 324 16450
2983 2933 6102
1905 2539 11061
2603 1245 10054
2502 643 15497
1824 2775 7335
118 356 2866
771 462 4787
449 1569 3978
633 2753 13251
1515 1094 8065
745 2006 15946
2685 543 911
2357 1268 2942
2941 1901 135
2489 25 12520
798 783 3315
663 356 11175
1996 2412 11724
2834 368 6229
3149 2950 12419
650 471 1679
411 1054 10183
267 2705 1857
2477 212 7705
2607 1252 7083
561 1241 17723
2811 1240 1610
314 504 1226
1187 1372 1981
2728 721 14032
3220 3313 11891
2979 764 13136
2158 3023 11112
3422 1791 11030
1236 527 2335
752 446 2568
1382 790 7579
1836 341 9824
1156 1743 15957
1832 959 2520
42 384 3435
1893 2833 2111
1180 634 4850
2219 3030 1376
1381 1887 833
161 563 781
2205 2233 14777
665 2871 1814
2365 1720 10796
327 1751 17658
1769 1108 6700
2579 3327 14579
2954 2693 2619
627 2237 7832
2543 2184 5481
1276 2237 6413
1148 3443 2201
2432 3029 14375
360 3048 12679
3287 2575 11345
1687 2131 14057
2966 1201 7265
1305 2340 13219
73 2539 5217
1784 2119 13456
2680 1216 9415
1279 3239 1090
658 3283 15251
1259 454 798
2450 2813 6314
3246 535 3284
2675 2799 13962
2776 1004 10796
2857 2112 1464
57 25 10656
1536 42 6975
2393 2864 6787
2949 940 7694
2453 2971 8003
1270 2391 1700
1397 2158 16578
3227 3042 11513
654 1791 2152
279 2555 8925
1202 2288 1153
2314 3348 8701
399 57 14281
626 2120 8625
2538 2405 13879
3334 77 12580
2041 234 4531
737 1536 7794
2431 471 7198
3229 31 126
2133 1888 11600
1971 1069 8182
1501 2671 325
2136 2213 10549
1798 1861 10035
2940 2729 9970
1106 407 8950
964 2851 6302
2535 2050 3870
2383 1769 313
1890 2917 6218
761 2300 788
1558 744 4925
2814 1932 16729
3108 2006 4105
330 537 503
1894 3421 11302
906 1156 1610
455 1392 198
1792 1550 13631
480 617 11329
2325 3089 11078
2272 1205 10043
2087 1474 5100
1695 1368 6658
1636 2368 16130
1745 84 10131
731 2704 6178
1242 2601 9166
351 72 6667
3288 2489 8403
2692 2777 14695
869 3348 5372
3107 856 15037
2560 786 11670
1436 183 6792
2440 1032 11920
2943 330 3035
429 1016 6576
2596 3447 5725
79 2429 9987
2230 2685 6880
1256 1160 17085
938 89 4315
1234 937 11264
56 2984 9493
3174 2441 16203
2008 1212 18010
227 919 17202
3024 2482 138
3204 2917 11824
1997 1810 2900
892 3002 6717
3075 1680 1525
925 2424 5857
64 2138 15291
843 433 3712
343 1515 8677
830 1129 12174
3364 601 9797
706 1982 9032
2698 342 11375
2218 2151 4737
374 1320 7741
2782 2247 6983
2198 1848 15004
2055 1826 9572
2033 2778 72
1445 1487 12510
153 1141 12133
2958 2066 5039
1365 1264 12407
1077 61 6024
1149 3032 5911
812 2429 14462
134 470 4304
3059 658 7025
2581 306 16522
232 2295 8309
1514 1777 931
598 1287 10347
1282 2891 9903
1263 127 1761
1517 1387 8031
674 1320 5369
2389 2598 2386
3067 3121 12758
395 1392 17960
1065 3057 14920
1178 2811 2035
868 1041 10195
105 788 357
3146 1702 5410
1892 1180 969
748 2601 8863
566 3364 13455
2613 3369 6045
159 2738 556
1532 1970 8872
1237 3211 13112
3426 2664 341
2220 2126 5311
2299 1973 1052
1924 1460 1625
1209 3150 8293
2841 3310 13153
62 2189 11397
138 1550 9618
2148 3200 14123
3078 227 8656
781 2872 11494
914 2126 7211
1307 2990 7307
933 2813 3230
1371 478 16616
676 3358 16284
1036 2981 14585
1645 1016 650
1088 2813 3752
2276 1769 10711
1340 3292 12406
1358 1996 707
1928 1271 7336
615 776 860
971 2539 15562
252 2778 14387
2014 2047 8024
2617 848 717
1872 1242 13314
595 3166 182
2569 3366 11632
2615 1141 5190
714 1893 12254
1186 1860 17976
2074 1523 2416
2551 1866 349
2268 1362 17746
2103 964 3613
3435 2249 11899
1544 521 6373
624 3187 11956
26 1514 9137
364 1512 5679
334 2893 15412
635 1051 9288
3345 1368 17491
67 306 3132
2058 1733 17457
406 914 6184
2711 1299 17902
2346 1444 17692
3130 537 2593
262 232 7696
158 3214 12447
1537 771 8473
3370 301 14848
1960 376 10049
1495 2187 1120
1194 454 4288
1858 1051 8347
3343 1212 2196
441 2393 5821
529 3357 7581
2461 215 3657
1119 2494 9807
2545 3409 10160
1283 1639 9762
1061 2735 3445
3210 1357 1721
1847 964 3277
3139 643 3906
2132 1041 4767
2344 1496 9974
804 1289 2786
1778 2911 3859
418 1330 4318
2709 216 2140
1476 1810 2484
3148 3150 4800
860 1884 10919
3001 431 7771
2318 468 349
1257 3280 2475
2122 2727 14095
2020 1668 11470
975 399 8457
2540 3449 6155
698 991 8157
2064 566 8184
206 861 10344
1493 1436 3328
738 2172 2820
2959 2613 10
1226 265 1439
2867 224 6440
493 2116 5637
1759 945 17375
842 1488 9257
1123 1830 2041
2961 1046 13484
380 778 17980
3064 2528 4874
1750 1348 6122
459 1932 6319
1870 471 7877
2866 2984 8570
882 2371 8127
1292 3223 11883
415 795 3632
943 2318 9562
254 1021 12083
2306 1889 16833
2955 3364 11464
311 803 12583
2982 3006 11646
2906 206 4581
1734 42 794
3145 2277 2992
2387 617 12916
2170 846 179
1294 1242 827
2289 2340 8826
702 2582 7391
321 2954 2300
1600 4 7942
1522 2393 7470
2292 3150 5150
2659 2314 10342
2372 665 5596
1624 2756 7534
33 512 9091
1706 624 936
2019 1734 13915
1196 1312 641
1578 2296 2921
886 3137 4311
1638 1436 2649
3099 1497 14069
3340 525 2629
2554 2799 18226
1807 776 5400
177 2372 13277
2011 66 6854
2445 844 6432
2456 937 6669
147 1522 11052
1326 286 760
2642 1697 17423
2369 883 10390
1275 417 6521
3306 2442 14001
981 438 12400
2311 1769 1860
111 95 12439
378 1754 4074
475 1436 18139
1064 3227 598
2062 2230 3608
2037 134 6576
1231 272 5011
3092 3008 8374
2114 3362 6116
3390 1429 17519
1483 632 9509
2196 2390 2054
3161 1815 1026
1117 2349 9889
2328 958 16111
1139 672 3072
1360 2463 1210
590 2118 7887
2996 1219 11170
1169 295 12748
1689 2037 9683
137 2961 16263
855 1552 11986
2742 913 5806
2322 2046 5053
1520 2735 5286
880 2956 2100
1260 2985 15632
2364 958 14510
223 1907 7609
2177 616 3310
313 342 15411
2350 2223 1929
1972 3013 3282
302 846 3854
68 2933 10240
680 1638 13043
2747 1283 7837
2091 1362 4708
3044 406 12910
3318 2967 3769
1773 3116 10060
862 1750 3528
836 67 15627
992 1971 8507
10 1491 7841
1309 651 3123
813 105 15658
2167 2683 4320
625 1168 8228
345 2799 4939
1261 3340 11880
2595 1544 16342
297 3123 365
97 1325 16837
1678 3199 4069
1692 2299 12295
2563 495 9985
955 1390 17836
3322 775 16782
1737 2656 388
2153 2292 4897
377 3438 13984
2586 3422 2648
94 2594 14185
3235 2203 11044
2787 510 4903
135 82 2748
867 1682 4163
1344 654 11976
3378 2639 5041
2362 1810 4132
2262 1893 1086
1480 562 2527
2397 2878 6045
3325 1446 14448
238 2304 3525
3112 1748 8800
3198 1381 9338
1603 2495 215
1193 888 11825
1565 1677 6098
2313 109 13979
3072 3372 10148
753 853 6781
1128 805 15963
547 462 6867
1509 2990 12187
1825 1692 12066
3262 183 14443
2805 748 4225
3411 45 13257
2655 1672 2628
2109 3421 4242
825 3432 11279
3436 1616 13290
1607 2644 11164
2121 545 935
666 2972 1426
1899 132 8692
1869 2833 2920
2666 1488 9256
3154 1093 14929
1793 127 11537
1601 3067 7072
1867 3262 18081
2968 254 11748
823 2966 4768
3439 2012 10017
2829 2871 4980
794 1063 15751
1435 3372 12585
2744 2604 6498
1812 1569 7994
550 111 6121
772 3001 3284
2895 3099 8801
1090 1347 1296
977 1642 3260
1956 3038 16626
1667 97 10769
2155 687 14371
1816 2872 3572
1585 3089 3625
1105 527 1158
268 1754 16979
312 3280 11874
1472 1234 3517
1403 1234 3486
2499 3187 1157
211 1187 10742
2484 2933 17994
1525 2955 6192
3376 1476 9932
2419 1145 5583
3400 853 10883
199 1958 10566
939 3413 7177
2188 1769 1036
1301 1027 17723
765 3421 11184
2976 1961 8580
1417 80 5448
1003 1330 3851
2160 776 5258
2879 1096 5767
1772 2065 889
3127 1695 688
340 531 6168
1674 3389 17085
1922 1869 11042
1604 3432 8169
1859 2205 8705
2577 2092 13274
217 1815 11125
1188 1784 11345
1138 2586 15665
2970 2203 8895
2399 3402 5511
3352 55 6843
1011 1334 10632
465 3220 7455
2714 1108 10589
3324 2109 8510
1608 2116 2891
2734 447 11926
2894 1305 1774
1076 529 8427
662 2051 1784
3081 2044 11408
2209 1348 5997
1207 1480 6851
201 2569 8434
2900 2145 11992
346 2591 15075
1173 3158 9907
1542 2605 8151
2366 1193 2352
2481 798 3511
2517 31 7174
3328 1600 4156
696 1027 5487
1691 602 12485
298 922 8100
712 290 522
166 3352 10781
1369 1522 8282
121 137 528
176 3358 14322
644 3314 9757
3356 423 6464
3173 654 10524
551 2659 13659
646 1771 11701
1165 2857 15881
498 27 4978
2774 2487 10911
2876 2551 381
3028 3207 12107
1725 643 14741
3192 2434 16314
443 2062 14176
1651 2040 12104
499 1550 5336
1450 2990 2689
3011 642 9342
2125 1120 10800
1213 1028 2139
2244 605 17050
989 1125 11772
1808 1692 5372
1891 2869 8903
1765 1915 11287
426 3450 5407
2989 2306 13949
1211 2342 16730
2071 2116 7983
1170 1734 6835
809 3006 9880
226 3112 7452
1434 1241 16281
2128 2217 7525
1133 1123 2070
2493 223 2840
1038 3421 2039
1752 3454 13560
2337 876 8985
87 453 9297
1030 3226 372
810 2291 13200
582 1419 7929
2612 3071 16137
890 2693 18105
239 2489 13708
2593 1218 5055
3442 862 9012
1735 1186 12633
739 510 678
1026 719 4870
347 869 3975
1926 1005 9471
2334 937 633
2980 2203 16778
1701 1867 12735
3209 2569 14043
963 2940 3168
1865 1828 13114
2635 914 13401
2373 416 13981
511 523 8723
2995 3014 5689
1660 2765 9497
509 3008 14470
723 3065 13888
1580 3093 11234
2204 1148 5863
1025 2814 18092
1010 339 8822
897 1986 16926
1984 1725 11743
2308 2452 3150
1020 418 10416
479 2416 9957
3157 3198 14461
903 347 16476
292 916 11839
2251 2867 15200
220 2534 9123
713 2489 2143
244 1208 13070
3317 1636 4592
2446 1038 17877
248 1900 8303
2379 1268 5128
1876 3008 975
2181 378 17653
540 396 16674
2965 302 5085
3156 2955 17674
1322 2136 7954
162 2685 14010
1336 2552 16566
800 666 660
2260 2774 4742
2175 1042 5514
1375 82 6210
2631 1158 637
952 1942 9921
2836 455 14249
2804 279 8103
2280 421 1414
1626 2574 12523
1317 453 10380
3086 2535 4822
3444 1075 8678
2797 619 12587
1676 2395 7610
419 2020 6974
1615 1515 7578
2810 700 11031
2376 2221 3883
1910 1674 13979
1458 1690 5296
2359 176 3785
1453 359 5041
671 2528 14035
2129 1916 5666
3418 1515 3540
287 771 8424
2117 336 12174
1879 672 911
145 2055 14545
2243 91 4945
3434 1672 5061
1715 56 14929
1563 1972 5381
1272 2049 10834
410 3432 101
2687 1909 1291
1354 937 6366
1385 2917 2821
2523 1882 4075
1494 2108 8617
3234 1168 7704
993 3362 16895
3405 545 14685
2800 1777 11633
371 1158 14410
988 3366 7325
2140 1830 1126
2677 3411 17171
1422 562 8029
2067 1023 6485
3331 2538 5365
1628 1699 4404
3055 2894 2717
2210 79 3785
1722 2182 12706
2627 2085 13688
2433 3439 7932
973 2037 3779
1562 10 1898
2471 1791 11657
1492 2933 4815
1503 2125 10773
318 1335 14755
2261 2432 10794
386 3052 767
40 751 15301
2035 1362 16643
2785 1434 2760
3228 2540 5828
142 3402 4981
2273 3134 3795
972 1749 5321
3143 314 3279
487 3185 9555
1127 914 5694
2701 287 3166
1805 3092 6596
1621 767 11272
1927 121 11132
656 3419 6612
90 2878 45
2625 1823 1831
2501 293 2147
1643 1848 1876
3355 1797 5690
2707 3326 2532
1595 3210 4608
3406 1743 1066
1903 702 9021
814 1357 9705
841 955 11960
912 2354 6275
85 2337 6190
821 2579 5840
230 1372 2270
2974 1090 2246
3033 2538 1404
881 2603 7034
434 1117 9826
985 223 11662
1840 2834 12482
1987 356 10511
718 1903 14627
2417 2349 9555
3339 911 8135
1729 416 4209
1248 2045 7515
363 2878 9961
1266 40 17082
1431 226 9000
3323 83 10155
695 2805 8481
1228 2586 8155
907 230 10788
2164 3335 6464
1484 3001 209
3258 521 12226
1976 3324 11880
1265 2374 15520
641 1745 2546
1296 396 9884
2115 1372 18162
2638 3055 1747
16 1800 5460
2473 2422 3133
354 1190 6120
422 461 4589
596 1971 14717
1323 775 13207
1590 2605 10171
1896 2103 4653
2059 1319 4381
3120 2011 9976
3301 1909 10578
613 150 261
3070 2150 10991
3152 28 1288
2823 2985 1696
1459 3413 15041
2253 1634 10218
1521 2355 12590
2256 1139 2659
420 643 4436
1655 2416 8294
1356 1752 1567
3037 916 13484
1613 2721 644
766 646 3995
2039 2955 11651
2518 2056 11040
558 2278 1805
1456 3028 6262
1584 2100 12752
2343 2727 6104
1557 1890 9140
353 3439 10454
329 1982 3122
164 3024 10714
3205 1369 7987
2946 2247 5031
108 363 15958
2492 1800 12298
1602 3287 10053
1635 231 6679
3395 3193 8273
2620 3214 5203
2571 299 4751
1316 2014 10739
1430 1703 4447
1253 2617 13590
816 1059 7094
2573 2671 17442
2061 354 8591
1770 2709 14033
859 1468 14598
1610 3295 10492
1761 1236 10439
209 906 8255
2909 1787 12741
2689 1263 5846
2179 1882 1795
1367 3404 6335
1311 2464 194
715 812 11792
1132 1824 4499
1031 354 8501
1044 776 4924
736 2779 3039
2978 2801 3889
331 1158 13067
797 841 13117
2622 2953 6989
760 2614 3107
1439 1997 11286
1457 1879 185
365 2060 7050
1954 2977 3846
1880 455 3272
242 2371 10216
1412 966 6840
2877 417 2413
3021 2686 3690
3415 105 741
592 1460 14464
2723 2221 6621
2718 1335 4491
2999 281 10553
1968 1505 5669
1146 816 13507
2930 2128 7465
2139 1127 10744
2913 1139 7949
824 1377 10540
3124 2779 5469
2378 1434 11217
979 2677 15638
3276 2056 3918
2246 2124 5514
338 3378 5164
370 2426 11080
3016 1138 7480
1224 1992 8006
773 89 2692
1437 224 7781
3373 2711 7506
2898 1404 1220
573 1334 13185
639 3292 10597
3431 2113 12443
1078 876 15048
2169 1322 9866
2259 639 8776
112 2937 8172
921 2688 842
432 77 11490
3135 911 4906
1863 1003 5946
1081 2831 6056
2848 2150 9806
2694 3402 2895
1339 1800 10209
1511 2304 15951
3104 884 892
866 1248 514
2885 3193 8736
820 1168 17527
3163 3436 6244
1755 572 11233
609 2839 3669
3303 2727 2104
1302 1459 17332
3195 429 10217
1243 1925 13675
2987 2091 2955
588 887 7017
787 122 2295
2842 3042 10140
2559 632 12204
555 635 1840
1498 3366 10445
701 997 10592
1844 1597 1153
2293 1501 7995
218 2956 12182
2828 3214 15607
2527 1912 1081
1818 652 9303
3167 2563 1962
1140 897 17631
756 2974 4850
1411 1456 11476
1034 2261 15647
1834 2103 6617
3147 1569 5294
2633 2627 2375
526 615 8610
2733 2898 4319
2052 918 13170
854 1635 500
2367 1958 3451
3316 196 10080
3136 3235 6926
2526 340 10387
1464 1162 7656
2068 2786 1280
251 1462 13756
1009 1178 5243
1489 2644 604
1709 2334 5659
86 1552 12057
1163 1584 4465
2465 624 9294
2845 793 5316
119 406 4086
2835 859 12503
1345 1784 5884
2034 2805 6982
123 2016 14464
1873 2452 9864
1902 1020 6850
2608 1220 17254
2191 662 14110
3330 1346 14992
171 1065 3311
749 1291 15437
8 2876 5085
1470 2116 59
2449 108 12565
476 470 2955
1406 1429 15462
2093 590 2041
944 1597 1574
189 309 10379
445 2872 2412
2676 423 10234
2944 884 1921
3272 272 11925
3417 297 10793
308 736 9600
1857 2832 9707
1631 38 9864
1605 2367 12094
2640 604 6793
3063 1335 12378
1223 2276 7957
3302 457 16702
3012 1211 13347
2348 1547 4660
2536 2419 3963
1053 1897 10757
182 343 16084
554 712 4625
156 1446 3414
1197 840 15683
1410 2694 8877
2398 903 2247
1553 1989 4542
1983 917 4624
435 80 9575
2657 2314 2275
1047 563 3855
3392 83 1566
2201 867 11754
754 848 592
2531 842 12942
2732 937 7458
1393 3303 4264
1300 2087 8587
524 2765 11951
1883 411 5630
388 3002 6895
190 3117 766
2665 2217 12422
1782 2644 8627
1409 623 14549
3445 823 1738
2329 1170 5592
614 108 469
2524 406 7831
2178 2060 9445
1181 315 1637
3102 1196 6519
872 1309 11057
22 2046 8617
974 2110 4761
2400 2982 7311
99 665 14732
2005 443 2204
2791 2986 6938
48 1044 10975
1694 977 12227
3424 684 2945
675 1219 10991
743 415 8525
2200 1585 8846
3269 537 14416
2227 265 11
1118 650 223
3087 2872 4046
3007 2560 13001
864 413 16006
3036 1680 4181
30 737 9537
2331 2747 7403
291 1559 9185
1721 1631 15733
1540 1061 13644
827 762 1754
3046 368 839
1994 433 9505
2925 3378 606
976 1997 14361
3165 1759 1722
3315 634 3749
657 2115 9089
1799 2277 15990
1768 2985 7428
1400 564 3077
2211 2338 3004
96 824 632
282 2277 10801
514 3157 16199
1179 1727 2274
3222 429 16583
1048 2949 7368
1864 3424 9227
3066 2139 8896
1500 112 10345
1116 324 7299
2036 1770 2362
2388 3107 889
1868 216 2601
2964 1419 6994
2270 2098 6704
1929 2994 4511
486 1078 12889
2587 616 2642
2197 2255 7195
333 2365 2947
1742 3125 6576
1161 427 11851
516 1133 1005
1073 1115 11148
629 203 17937
956 2292 12573
3069 2392 10991
2746 2732 4230
902 925 11935
1363 1565 9343
967 1968 188
2611 555 9987
2952 3245 10162
649 2646 10937
303 913 4831
3119 2744 12221
1045 1272 3746
2696 880 13523
1664 1241 10709
2722 3327 9543
2504 1643 6921
133 1055 4580
1650 215 13494
720 364 2800
2476 3117 131
2645 1989 1611
2870 2039 7355
497 1809 11884
726 1568 8196
2496 592 1916
2585 2200 295
1172 690 1316
3039 1390 5411
1606 108 14264
1466 2669 10298
1314 1282 15256
1306 1955 4413
1801 2110 15964
1920 155 7717
1490 2339 14701
1185 377 9468
1364 1095 13202
2274 1678 11746
2863 193 13784
2154 1892 7588
3448 1171 8790
2095 1778 4905
1425 2581 14511
2285 812 548
1465 2334 7472
1310 2617 14352
36 3345 15771
1039 1096 8840
2324 841 15101
2222 1296 10751
3197 2138 8746
